ano	cidade	populacao	estado	regiao
2011	URUANA DE MINAS	3233	MINAS GERAIS	SUDESTE
2011	URUCANIA	10285	MINAS GERAIS	SUDESTE
2011	URUCUIA	13910	MINAS GERAIS	SUDESTE
2011	VARGEM ALEGRE	6455	MINAS GERAIS	SUDESTE
2011	VARGEM BONITA	2159	MINAS GERAIS	SUDESTE
2011	VARGEM GRANDE DO RIO PARDO	4754	MINAS GERAIS	SUDESTE
2011	VARGINHA	124162	MINAS GERAIS	SUDESTE
2011	VARJAO DE MINAS	6158	MINAS GERAIS	SUDESTE
2011	VARZEA DA PALMA	36129	MINAS GERAIS	SUDESTE
2011	VARZELANDIA	19112	MINAS GERAIS	SUDESTE
2011	VAZANTE	19784	MINAS GERAIS	SUDESTE
2011	VERDELANDIA	8436	MINAS GERAIS	SUDESTE
2011	VEREDINHA	5559	MINAS GERAIS	SUDESTE
2011	VERISSIMO	3530	MINAS GERAIS	SUDESTE
2011	VERMELHO NOVO	4698	MINAS GERAIS	SUDESTE
2011	VESPASIANO	106684	MINAS GERAIS	SUDESTE
2011	VICOSA	72785	MINAS GERAIS	SUDESTE
2011	VIEIRAS	3714	MINAS GERAIS	SUDESTE
2011	VIRGEM DA LAPA	13615	MINAS GERAIS	SUDESTE
2011	VIRGINIA	8617	MINAS GERAIS	SUDESTE
2011	VIRGINOPOLIS	10552	MINAS GERAIS	SUDESTE
2011	VIRGOLANDIA	5623	MINAS GERAIS	SUDESTE
2011	VISCONDE DO RIO BRANCO	38352	MINAS GERAIS	SUDESTE
2011	VOLTA GRANDE	5082	MINAS GERAIS	SUDESTE
2011	WENCESLAU BRAZ	2550	MINAS GERAIS	SUDESTE
2011	AFONSO CLAUDIO	31003	ESPIRITO SANTO	SUDESTE
2011	AGUA DOCE DO NORTE	11696	ESPIRITO SANTO	SUDESTE
2011	AGUIA BRANCA	9513	ESPIRITO SANTO	SUDESTE
2011	ALEGRE	30695	ESPIRITO SANTO	SUDESTE
2011	ALFREDO CHAVES	13981	ESPIRITO SANTO	SUDESTE
2011	ALTO RIO NOVO	7344	ESPIRITO SANTO	SUDESTE
2011	ANCHIETA	24265	ESPIRITO SANTO	SUDESTE
2011	APIACA	7504	ESPIRITO SANTO	SUDESTE
2011	ARACRUZ	83152	ESPIRITO SANTO	SUDESTE
2011	ATILIO VIVACQUA	9967	ESPIRITO SANTO	SUDESTE
2011	BAIXO GUANDU	29178	ESPIRITO SANTO	SUDESTE
2011	BARRA DE SAO FRANCISCO	40883	ESPIRITO SANTO	SUDESTE
2011	BOA ESPERANCA	14239	ESPIRITO SANTO	SUDESTE
2011	BOM JESUS DO NORTE	9495	ESPIRITO SANTO	SUDESTE
2011	BREJETUBA	11933	ESPIRITO SANTO	SUDESTE
2011	CACHOEIRO DE ITAPEMIRIM	191041	ESPIRITO SANTO	SUDESTE
2011	CARIACICA	350615	ESPIRITO SANTO	SUDESTE
2011	CASTELO	34900	ESPIRITO SANTO	SUDESTE
2011	COLATINA	112431	ESPIRITO SANTO	SUDESTE
2011	CONCEICAO DA BARRA	28599	ESPIRITO SANTO	SUDESTE
2011	CONCEICAO DO CASTELO	11740	ESPIRITO SANTO	SUDESTE
2011	DIVINO DE SAO LOURENCO	4493	ESPIRITO SANTO	SUDESTE
2011	DOMINGOS MARTINS	31946	ESPIRITO SANTO	SUDESTE
2011	DORES DO RIO PRETO	6413	ESPIRITO SANTO	SUDESTE
2011	ECOPORANGA	23153	ESPIRITO SANTO	SUDESTE
2011	FUNDAO	17333	ESPIRITO SANTO	SUDESTE
2011	GOVERNADOR LINDENBERG	10989	ESPIRITO SANTO	SUDESTE
2011	GUACUI	28032	ESPIRITO SANTO	SUDESTE
2011	GUARAPARI	106582	ESPIRITO SANTO	SUDESTE
2011	IBATIBA	22608	ESPIRITO SANTO	SUDESTE
2011	IBIRACU	11257	ESPIRITO SANTO	SUDESTE
2011	IBITIRAMA	8938	ESPIRITO SANTO	SUDESTE
2011	ICONHA	12603	ESPIRITO SANTO	SUDESTE
2011	IRUPI	11828	ESPIRITO SANTO	SUDESTE
2011	ITAGUACU	14106	ESPIRITO SANTO	SUDESTE
2011	ITAPEMIRIM	31208	ESPIRITO SANTO	SUDESTE
2011	ITARANA	10839	ESPIRITO SANTO	SUDESTE
2011	IUNA	27421	ESPIRITO SANTO	SUDESTE
2011	JAGUARE	25072	ESPIRITO SANTO	SUDESTE
2011	JERONIMO MONTEIRO	10932	ESPIRITO SANTO	SUDESTE
2011	JOAO NEIVA	15848	ESPIRITO SANTO	SUDESTE
2011	LARANJA DA TERRA	10818	ESPIRITO SANTO	SUDESTE
2011	LINHARES	143508	ESPIRITO SANTO	SUDESTE
2011	MANTENOPOLIS	13720	ESPIRITO SANTO	SUDESTE
2011	MARATAIZES	34411	ESPIRITO SANTO	SUDESTE
2011	MARECHAL FLORIANO	14421	ESPIRITO SANTO	SUDESTE
2011	MARILANDIA	11198	ESPIRITO SANTO	SUDESTE
2011	MIMOSO DO SUL	25879	ESPIRITO SANTO	SUDESTE
2011	MONTANHA	17894	ESPIRITO SANTO	SUDESTE
2011	MUCURICI	5636	ESPIRITO SANTO	SUDESTE
2011	MUNIZ FREIRE	18298	ESPIRITO SANTO	SUDESTE
2011	MUQUI	14452	ESPIRITO SANTO	SUDESTE
2011	NOVA VENECIA	46262	ESPIRITO SANTO	SUDESTE
2011	PANCAS	21636	ESPIRITO SANTO	SUDESTE
2011	PEDRO CANARIO	23935	ESPIRITO SANTO	SUDESTE
2011	PINHEIROS	24093	ESPIRITO SANTO	SUDESTE
2011	PIUMA	18364	ESPIRITO SANTO	SUDESTE
2011	PONTO BELO	7034	ESPIRITO SANTO	SUDESTE
2011	PRESIDENTE KENNEDY	10372	ESPIRITO SANTO	SUDESTE
2011	RIO BANANAL	17623	ESPIRITO SANTO	SUDESTE
2011	RIO NOVO DO SUL	11329	ESPIRITO SANTO	SUDESTE
2011	SANTA LEOPOLDINA	12223	ESPIRITO SANTO	SUDESTE
2011	SANTA MARIA DE JETIBA	34591	ESPIRITO SANTO	SUDESTE
2011	SANTA TERESA	21915	ESPIRITO SANTO	SUDESTE
2011	SAO DOMINGOS DO NORTE	8036	ESPIRITO SANTO	SUDESTE
2011	SAO GABRIEL DA PALHA	32264	ESPIRITO SANTO	SUDESTE
2011	SAO JOSE DO CALCADO	10402	ESPIRITO SANTO	SUDESTE
2011	SAO MATEUS	110453	ESPIRITO SANTO	SUDESTE
2011	SAO ROQUE DO CANAA	11340	ESPIRITO SANTO	SUDESTE
2011	SERRA	416028	ESPIRITO SANTO	SUDESTE
2011	SOORETAMA	24271	ESPIRITO SANTO	SUDESTE
2011	VARGEM ALTA	19265	ESPIRITO SANTO	SUDESTE
2011	VENDA NOVA DO IMIGRANTE	20776	ESPIRITO SANTO	SUDESTE
2011	VIANA	65887	ESPIRITO SANTO	SUDESTE
2011	VILA PAVAO	8698	ESPIRITO SANTO	SUDESTE
2011	VILA VALERIO	13827	ESPIRITO SANTO	SUDESTE
2011	VILA VELHA	419853	ESPIRITO SANTO	SUDESTE
2011	VITORIA	330526	ESPIRITO SANTO	SUDESTE
2011	ANGRA DOS REIS	173369	RIO DE JANEIRO	SUDESTE
2011	APERIBE	10381	RIO DE JANEIRO	SUDESTE
2011	ARARUAMA	114250	RIO DE JANEIRO	SUDESTE
2011	AREAL	11540	RIO DE JANEIRO	SUDESTE
2011	ARMACAO DOS BUZIOS	28278	RIO DE JANEIRO	SUDESTE
2011	ARRAIAL DO CABO	28010	RIO DE JANEIRO	SUDESTE
2011	BARRA DO PIRAI	95260	RIO DE JANEIRO	SUDESTE
2011	BARRA MANSA	178355	RIO DE JANEIRO	SUDESTE
2011	BELFORD ROXO	472008	RIO DE JANEIRO	SUDESTE
2011	BOM JARDIM	25539	RIO DE JANEIRO	SUDESTE
2011	BOM JESUS DO ITABAPOANA	35546	RIO DE JANEIRO	SUDESTE
2011	CABO FRIO	190786	RIO DE JANEIRO	SUDESTE
2011	CACHOEIRAS DE MACACU	54713	RIO DE JANEIRO	SUDESTE
2011	CAMBUCI	14839	RIO DE JANEIRO	SUDESTE
2011	CAMPOS DOS GOYTACAZES	468086	RIO DE JANEIRO	SUDESTE
2011	CANTAGALO	19830	RIO DE JANEIRO	SUDESTE
2011	CARAPEBUS	13697	RIO DE JANEIRO	SUDESTE
2011	CARDOSO MOREIRA	12600	RIO DE JANEIRO	SUDESTE
2011	CARMO	17599	RIO DE JANEIRO	SUDESTE
2011	CASIMIRO DE ABREU	36360	RIO DE JANEIRO	SUDESTE
2011	COMENDADOR LEVY GASPARIAN	8200	RIO DE JANEIRO	SUDESTE
2011	CONCEICAO DE MACABU	21415	RIO DE JANEIRO	SUDESTE
2011	CORDEIRO	20570	RIO DE JANEIRO	SUDESTE
2011	DUAS BARRAS	10976	RIO DE JANEIRO	SUDESTE
2011	DUQUE DE CAXIAS	861157	RIO DE JANEIRO	SUDESTE
2011	ENGENHEIRO PAULO DE FRONTIN	13324	RIO DE JANEIRO	SUDESTE
2011	GUAPIMIRIM	52522	RIO DE JANEIRO	SUDESTE
2011	IGUABA GRANDE	23475	RIO DE JANEIRO	SUDESTE
2011	ITABORAI	220351	RIO DE JANEIRO	SUDESTE
2011	ITAGUAI	111170	RIO DE JANEIRO	SUDESTE
2011	ITALVA	14174	RIO DE JANEIRO	SUDESTE
2011	ITAOCARA	22891	RIO DE JANEIRO	SUDESTE
2011	ITAPERUNA	96541	RIO DE JANEIRO	SUDESTE
2011	ITATIAIA	29093	RIO DE JANEIRO	SUDESTE
2011	JAPERI	96429	RIO DE JANEIRO	SUDESTE
2011	LAJE DO MURIAE	7455	RIO DE JANEIRO	SUDESTE
2011	MACAE	212433	RIO DE JANEIRO	SUDESTE
2011	MACUCO	5298	RIO DE JANEIRO	SUDESTE
2011	MAGE	228972	RIO DE JANEIRO	SUDESTE
2011	MANGARATIBA	37343	RIO DE JANEIRO	SUDESTE
2011	MARICA	131354	RIO DE JANEIRO	SUDESTE
2011	MENDES	17980	RIO DE JANEIRO	SUDESTE
2011	MESQUITA	168966	RIO DE JANEIRO	SUDESTE
2011	MIGUEL PEREIRA	24699	RIO DE JANEIRO	SUDESTE
2011	MIRACEMA	26826	RIO DE JANEIRO	SUDESTE
2011	NATIVIDADE	15079	RIO DE JANEIRO	SUDESTE
2011	NILOPOLIS	157710	RIO DE JANEIRO	SUDESTE
2011	NITEROI	489720	RIO DE JANEIRO	SUDESTE
2011	NOVA FRIBURGO	182747	RIO DE JANEIRO	SUDESTE
2011	NOVA IGUACU	799047	RIO DE JANEIRO	SUDESTE
2011	PARACAMBI	47634	RIO DE JANEIRO	SUDESTE
2011	PARAIBA DO SUL	41366	RIO DE JANEIRO	SUDESTE
2011	PARATI	38146	RIO DE JANEIRO	SUDESTE
2011	PATY DO ALFERES	26469	RIO DE JANEIRO	SUDESTE
2011	PETROPOLIS	296565	RIO DE JANEIRO	SUDESTE
2011	PINHEIRAL	22968	RIO DE JANEIRO	SUDESTE
2011	PIRAI	26636	RIO DE JANEIRO	SUDESTE
2011	PORCIUNCULA	17899	RIO DE JANEIRO	SUDESTE
2011	PORTO REAL	16937	RIO DE JANEIRO	SUDESTE
2011	QUATIS	12951	RIO DE JANEIRO	SUDESTE
2011	QUEIMADOS	139188	RIO DE JANEIRO	SUDESTE
2011	QUISSAMA	20746	RIO DE JANEIRO	SUDESTE
2011	RESENDE	120937	RIO DE JANEIRO	SUDESTE
2011	RIO BONITO	56001	RIO DE JANEIRO	SUDESTE
2011	RIO CLARO	17517	RIO DE JANEIRO	SUDESTE
2011	RIO DAS FLORES	8633	RIO DE JANEIRO	SUDESTE
2011	RIO DAS OSTRAS	110992	RIO DE JANEIRO	SUDESTE
2011	RIO DE JANEIRO	6355949	RIO DE JANEIRO	SUDESTE
2011	SANTA MARIA MADALENA	10309	RIO DE JANEIRO	SUDESTE
2011	SANTO ANTONIO DE PADUA	40735	RIO DE JANEIRO	SUDESTE
2011	SAO FIDELIS	37601	RIO DE JANEIRO	SUDESTE
2011	SAO FRANCISCO DE ITABAPOANA	41370	RIO DE JANEIRO	SUDESTE
2011	SAO GONCALO	1008064	RIO DE JANEIRO	SUDESTE
2011	SAO JOAO DA BARRA	33136	RIO DE JANEIRO	SUDESTE
2011	SAO JOAO DE MERITI	459379	RIO DE JANEIRO	SUDESTE
2011	SAO JOSE DE UBA	7048	RIO DE JANEIRO	SUDESTE
2011	SAO JOSE DO VALE DO RIO PRETO	20398	RIO DE JANEIRO	SUDESTE
2011	SAO PEDRO DA ALDEIA	89739	RIO DE JANEIRO	SUDESTE
2011	SAO SEBASTIAO DO ALTO	8933	RIO DE JANEIRO	SUDESTE
2011	SAPUCAIA	17553	RIO DE JANEIRO	SUDESTE
2011	SAQUAREMA	75905	RIO DE JANEIRO	SUDESTE
2011	SEROPEDICA	79178	RIO DE JANEIRO	SUDESTE
2011	SILVA JARDIM	21355	RIO DE JANEIRO	SUDESTE
2011	SUMIDOURO	14956	RIO DE JANEIRO	SUDESTE
2011	TANGUA	31091	RIO DE JANEIRO	SUDESTE
2011	TERESOPOLIS	165716	RIO DE JANEIRO	SUDESTE
2011	TRAJANO DE MORAIS	10308	RIO DE JANEIRO	SUDESTE
2011	TRES RIOS	77851	RIO DE JANEIRO	SUDESTE
2011	VALENCA	72268	RIO DE JANEIRO	SUDESTE
2011	VARRE-SAI	9599	RIO DE JANEIRO	SUDESTE
2011	VASSOURAS	34637	RIO DE JANEIRO	SUDESTE
2011	VOLTA REDONDA	259011	RIO DE JANEIRO	SUDESTE
2011	ADAMANTINA	33820	SAO PAULO	SUDESTE
2011	ADOLFO	3547	SAO PAULO	SUDESTE
2011	AGUAI	32451	SAO PAULO	SUDESTE
2011	AGUAS DA PRATA	7619	SAO PAULO	SUDESTE
2011	AGUAS DE LINDOIA	17353	SAO PAULO	SUDESTE
2011	AGUAS DE SANTA BARBARA	5630	SAO PAULO	SUDESTE
2011	AGUAS DE SAO PEDRO	2770	SAO PAULO	SUDESTE
2011	AGUDOS	34681	SAO PAULO	SUDESTE
2011	ALAMBARI	4979	SAO PAULO	SUDESTE
2011	ALFREDO MARCONDES	3906	SAO PAULO	SUDESTE
2011	ALTAIR	3837	SAO PAULO	SUDESTE
2011	ALTINOPOLIS	15617	SAO PAULO	SUDESTE
2011	ALTO ALEGRE	4090	SAO PAULO	SUDESTE
2011	ALUMINIO	16961	SAO PAULO	SUDESTE
2011	ALVARES FLORENCE	3865	SAO PAULO	SUDESTE
2011	ALVARES MACHADO	23578	SAO PAULO	SUDESTE
2011	ALVARO DE CARVALHO	4692	SAO PAULO	SUDESTE
2011	ALVINLANDIA	3013	SAO PAULO	SUDESTE
2011	AMERICANA	212791	SAO PAULO	SUDESTE
2011	AMERICO BRASILIENSE	34953	SAO PAULO	SUDESTE
2011	AMERICO DE CAMPOS	5715	SAO PAULO	SUDESTE
2011	AMPARO	66245	SAO PAULO	SUDESTE
2011	ANALANDIA	4348	SAO PAULO	SUDESTE
2011	ANDRADINA	55347	SAO PAULO	SUDESTE
2011	ANGATUBA	22434	SAO PAULO	SUDESTE
2011	ANHEMBI	5739	SAO PAULO	SUDESTE
2011	ANHUMAS	3763	SAO PAULO	SUDESTE
2011	APARECIDA	35015	SAO PAULO	SUDESTE
2011	APARECIDA DOESTE	4413	SAO PAULO	SUDESTE
2011	APIAI	25040	SAO PAULO	SUDESTE
2011	ARACARIGUAMA	17535	SAO PAULO	SUDESTE
2011	ARACATUBA	182525	SAO PAULO	SUDESTE
2011	ARACOIABA DA SERRA	27873	SAO PAULO	SUDESTE
2011	ARAMINA	5182	SAO PAULO	SUDESTE
2011	ARANDU	6127	SAO PAULO	SUDESTE
2011	ARAPEI	2483	SAO PAULO	SUDESTE
2011	ARARAQUARA	210672	SAO PAULO	SUDESTE
2011	ARARAS	119967	SAO PAULO	SUDESTE
2011	ARCO-IRIS	1907	SAO PAULO	SUDESTE
2011	AREALVA	7887	SAO PAULO	SUDESTE
2011	AREIAS	3703	SAO PAULO	SUDESTE
2011	AREIOPOLIS	10601	SAO PAULO	SUDESTE
2011	ARIRANHA	8629	SAO PAULO	SUDESTE
2011	ARTUR NOGUEIRA	45025	SAO PAULO	SUDESTE
2011	ARUJA	76112	SAO PAULO	SUDESTE
2011	ASPASIA	1805	SAO PAULO	SUDESTE
2011	ASSIS	95750	SAO PAULO	SUDESTE
2011	ATIBAIA	127778	SAO PAULO	SUDESTE
2011	AURIFLAMA	14255	SAO PAULO	SUDESTE
2011	AVAI	4987	SAO PAULO	SUDESTE
2011	AVANHANDAVA	11500	SAO PAULO	SUDESTE
2011	AVARE	83430	SAO PAULO	SUDESTE
2011	BADY BASSITT	14837	SAO PAULO	SUDESTE
2011	BALBINOS	3885	SAO PAULO	SUDESTE
2011	BALSAMO	8223	SAO PAULO	SUDESTE
2011	BANANAL	10262	SAO PAULO	SUDESTE
2011	BARAO DE ANTONINA	3141	SAO PAULO	SUDESTE
2011	BARBOSA	6651	SAO PAULO	SUDESTE
2011	BARIRI	31852	SAO PAULO	SUDESTE
2011	BARRA BONITA	35228	SAO PAULO	SUDESTE
2011	BARRA DO CHAPEU	5275	SAO PAULO	SUDESTE
2011	BARRA DO TURVO	7700	SAO PAULO	SUDESTE
2011	BARRETOS	112729	SAO PAULO	SUDESTE
2011	BARRINHA	28825	SAO PAULO	SUDESTE
2011	BARUERI	243241	SAO PAULO	SUDESTE
2011	BASTOS	20434	SAO PAULO	SUDESTE
2011	BATATAIS	56888	SAO PAULO	SUDESTE
2011	BAURU	346076	SAO PAULO	SUDESTE
2011	BEBEDOURO	75052	SAO PAULO	SUDESTE
2011	BENTO DE ABREU	2695	SAO PAULO	SUDESTE
2011	BERNARDINO DE CAMPOS	10779	SAO PAULO	SUDESTE
2011	BERTIOGA	48996	SAO PAULO	SUDESTE
2011	BILAC	7122	SAO PAULO	SUDESTE
2011	BIRIGUI	109835	SAO PAULO	SUDESTE
2011	BIRITIBA-MIRIM	28876	SAO PAULO	SUDESTE
2011	BOA ESPERANCA DO SUL	13727	SAO PAULO	SUDESTE
2011	BOCAINA	10968	SAO PAULO	SUDESTE
2011	BOFETE	9792	SAO PAULO	SUDESTE
2011	BOITUVA	49384	SAO PAULO	SUDESTE
2011	BOM JESUS DOS PERDOES	20199	SAO PAULO	SUDESTE
2011	BOM SUCESSO DE ITARARE	3597	SAO PAULO	SUDESTE
2011	BORA	806	SAO PAULO	SUDESTE
2011	BORACEIA	4309	SAO PAULO	SUDESTE
2011	BORBOREMA	14632	SAO PAULO	SUDESTE
2011	BOREBI	2321	SAO PAULO	SUDESTE
2011	BOTUCATU	128788	SAO PAULO	SUDESTE
2011	BRAGANCA PAULISTA	148411	SAO PAULO	SUDESTE
2011	BRAUNA	5070	SAO PAULO	SUDESTE
2011	BREJO ALEGRE	2593	SAO PAULO	SUDESTE
2011	BRODOWSKI	21412	SAO PAULO	SUDESTE
2011	BROTAS	21787	SAO PAULO	SUDESTE
2011	BURI	18635	SAO PAULO	SUDESTE
2011	BURITAMA	15538	SAO PAULO	SUDESTE
2011	BURITIZAL	4082	SAO PAULO	SUDESTE
2011	CABRALIA PAULISTA	4343	SAO PAULO	SUDESTE
2011	CABREUVA	42257	SAO PAULO	SUDESTE
2011	CACAPAVA	85414	SAO PAULO	SUDESTE
2011	CACHOEIRA PAULISTA	30313	SAO PAULO	SUDESTE
2011	CACONDE	18550	SAO PAULO	SUDESTE
2011	CAFELANDIA	16669	SAO PAULO	SUDESTE
2011	CAIABU	4072	SAO PAULO	SUDESTE
2011	CAIEIRAS	87704	SAO PAULO	SUDESTE
2011	CAIUA	5104	SAO PAULO	SUDESTE
2011	CAJAMAR	65139	SAO PAULO	SUDESTE
2011	CAJATI	28306	SAO PAULO	SUDESTE
2011	CAJOBI	9814	SAO PAULO	SUDESTE
2011	CAJURU	23570	SAO PAULO	SUDESTE
2011	CAMPINA DO MONTE ALEGRE	5594	SAO PAULO	SUDESTE
2011	CAMPINAS	1088611	SAO PAULO	SUDESTE
2011	CAMPO LIMPO PAULISTA	74868	SAO PAULO	SUDESTE
2011	CAMPOS DO JORDAO	48060	SAO PAULO	SUDESTE
2011	CAMPOS NOVOS PAULISTA	4566	SAO PAULO	SUDESTE
2011	CANANEIA	12220	SAO PAULO	SUDESTE
2011	CANAS	4444	SAO PAULO	SUDESTE
2011	CANDIDO MOTA	29930	SAO PAULO	SUDESTE
2011	CANDIDO RODRIGUES	2672	SAO PAULO	SUDESTE
2011	CANITAR	4437	SAO PAULO	SUDESTE
2011	CAPAO BONITO	46135	SAO PAULO	SUDESTE
2011	CAPELA DO ALTO	17784	SAO PAULO	SUDESTE
2011	CAPIVARI	49122	SAO PAULO	SUDESTE
2011	CARAGUATATUBA	102522	SAO PAULO	SUDESTE
2011	CARAPICUIBA	371502	SAO PAULO	SUDESTE
2011	CARDOSO	11820	SAO PAULO	SUDESTE
2011	CASA BRANCA	28423	SAO PAULO	SUDESTE
2011	CASSIA DOS COQUEIROS	2616	SAO PAULO	SUDESTE
2011	CASTILHO	18237	SAO PAULO	SUDESTE
2011	CATANDUVA	113355	SAO PAULO	SUDESTE
2011	CATIGUA	7171	SAO PAULO	SUDESTE
2011	CEDRAL	8070	SAO PAULO	SUDESTE
2011	CERQUEIRA CESAR	17715	SAO PAULO	SUDESTE
2011	CERQUILHO	40393	SAO PAULO	SUDESTE
2011	CESARIO LANGE	15744	SAO PAULO	SUDESTE
2011	CHARQUEADA	15242	SAO PAULO	SUDESTE
2011	CHAVANTES	12108	SAO PAULO	SUDESTE
2011	CLEMENTINA	7192	SAO PAULO	SUDESTE
2011	COLINA	17425	SAO PAULO	SUDESTE
2011	COLOMBIA	5997	SAO PAULO	SUDESTE
2011	CONCHAL	25425	SAO PAULO	SUDESTE
2011	CONCHAS	16394	SAO PAULO	SUDESTE
2011	CORDEIROPOLIS	21348	SAO PAULO	SUDESTE
2011	COROADOS	5301	SAO PAULO	SUDESTE
2011	CORONEL MACEDO	4956	SAO PAULO	SUDESTE
2011	CORUMBATAI	3880	SAO PAULO	SUDESTE
2011	COSMOPOLIS	59938	SAO PAULO	SUDESTE
2011	COSMORAMA	7202	SAO PAULO	SUDESTE
2011	COTIA	205154	SAO PAULO	SUDESTE
2011	CRAVINHOS	31943	SAO PAULO	SUDESTE
2011	CRISTAIS PAULISTA	7665	SAO PAULO	SUDESTE
2011	CRUZALIA	2248	SAO PAULO	SUDESTE
2011	CRUZEIRO	77311	SAO PAULO	SUDESTE
2011	CUBATAO	119519	SAO PAULO	SUDESTE
2011	CUNHA	21772	SAO PAULO	SUDESTE
2011	DESCALVADO	31220	SAO PAULO	SUDESTE
2011	DIADEMA	388575	SAO PAULO	SUDESTE
2011	DIRCE REIS	1694	SAO PAULO	SUDESTE
2011	DIVINOLANDIA	11146	SAO PAULO	SUDESTE
2011	DOBRADA	8011	SAO PAULO	SUDESTE
2011	DOIS CORREGOS	24933	SAO PAULO	SUDESTE
2011	DOLCINOPOLIS	2092	SAO PAULO	SUDESTE
2011	DOURADO	8609	SAO PAULO	SUDESTE
2011	DRACENA	43470	SAO PAULO	SUDESTE
2011	DUARTINA	12234	SAO PAULO	SUDESTE
2011	DUMONT	8284	SAO PAULO	SUDESTE
2011	ECHAPORA	6279	SAO PAULO	SUDESTE
2011	ELDORADO	14680	SAO PAULO	SUDESTE
2011	ELIAS FAUSTO	15920	SAO PAULO	SUDESTE
2011	ELISIARIO	3162	SAO PAULO	SUDESTE
2011	EMBAUBA	2419	SAO PAULO	SUDESTE
2011	EMBU	242730	SAO PAULO	SUDESTE
2011	EMBU-GUACU	63218	SAO PAULO	SUDESTE
2011	EMILIANOPOLIS	3030	SAO PAULO	SUDESTE
2011	ENGENHEIRO COELHO	16158	SAO PAULO	SUDESTE
2011	ESPIRITO SANTO DO PINHAL	42017	SAO PAULO	SUDESTE
2011	ESPIRITO SANTO DO TURVO	4288	SAO PAULO	SUDESTE
2011	ESTIVA GERBI	10135	SAO PAULO	SUDESTE
2011	ESTRELA DO NORTE	2661	SAO PAULO	SUDESTE
2011	ESTRELA DOESTE	8204	SAO PAULO	SUDESTE
2011	EUCLIDES DA CUNHA PAULISTA	9537	SAO PAULO	SUDESTE
2011	FARTURA	15344	SAO PAULO	SUDESTE
2011	FERNANDO PRESTES	5542	SAO PAULO	SUDESTE
2011	FERNANDOPOLIS	64930	SAO PAULO	SUDESTE
2011	FERNAO	1573	SAO PAULO	SUDESTE
2011	FERRAZ DE VASCONCELOS	170296	SAO PAULO	SUDESTE
2011	FLORA RICA	1719	SAO PAULO	SUDESTE
2011	FLOREAL	2986	SAO PAULO	SUDESTE
2011	FLORIDA PAULISTA	12982	SAO PAULO	SUDESTE
2011	FLORINIA	2806	SAO PAULO	SUDESTE
2011	FRANCA	321012	SAO PAULO	SUDESTE
2011	FRANCISCO MORATO	156063	SAO PAULO	SUDESTE
2011	FRANCO DA ROCHA	133406	SAO PAULO	SUDESTE
2011	GABRIEL MONTEIRO	2707	SAO PAULO	SUDESTE
2011	GALIA	6946	SAO PAULO	SUDESTE
2011	GARCA	43111	SAO PAULO	SUDESTE
2011	GASTAO VIDIGAL	4240	SAO PAULO	SUDESTE
2011	GAVIAO PEIXOTO	4441	SAO PAULO	SUDESTE
2011	GENERAL SALGADO	10657	SAO PAULO	SUDESTE
2011	GETULINA	10795	SAO PAULO	SUDESTE
2011	GLICERIO	4576	SAO PAULO	SUDESTE
2011	GUAICARA	10782	SAO PAULO	SUDESTE
2011	GUAIMBE	5442	SAO PAULO	SUDESTE
2011	GUAIRA	37618	SAO PAULO	SUDESTE
2011	GUAPIACU	18159	SAO PAULO	SUDESTE
2011	GUAPIARA	17865	SAO PAULO	SUDESTE
2011	GUARA	19930	SAO PAULO	SUDESTE
2011	GUARACAI	8400	SAO PAULO	SUDESTE
2011	GUARACI	10063	SAO PAULO	SUDESTE
2011	GUARANI DOESTE	1967	SAO PAULO	SUDESTE
2011	GUARANTA	6410	SAO PAULO	SUDESTE
2011	GUARARAPES	30732	SAO PAULO	SUDESTE
2011	GUARAREMA	26146	SAO PAULO	SUDESTE
2011	GUARATINGUETA	112675	SAO PAULO	SUDESTE
2011	GUAREI	14900	SAO PAULO	SUDESTE
2011	GUARIBA	35824	SAO PAULO	SUDESTE
2011	GUARUJA	292743	SAO PAULO	SUDESTE
2011	GUARULHOS	1233436	SAO PAULO	SUDESTE
2011	GUATAPARA	7012	SAO PAULO	SUDESTE
2011	GUZOLANDIA	4789	SAO PAULO	SUDESTE
2011	HERCULANDIA	8750	SAO PAULO	SUDESTE
2011	HOLAMBRA	11613	SAO PAULO	SUDESTE
2011	HORTOLANDIA	195775	SAO PAULO	SUDESTE
2011	IACANGA	10146	SAO PAULO	SUDESTE
2011	IACRI	6391	SAO PAULO	SUDESTE
2011	IARAS	6631	SAO PAULO	SUDESTE
2011	IBATE	31062	SAO PAULO	SUDESTE
2011	IBIRA	11007	SAO PAULO	SUDESTE
2011	IBIRAREMA	6804	SAO PAULO	SUDESTE
2011	IBITINGA	53660	SAO PAULO	SUDESTE
2011	IBIUNA	71741	SAO PAULO	SUDESTE
2011	ICEM	7515	SAO PAULO	SUDESTE
2011	IEPE	7656	SAO PAULO	SUDESTE
2011	IGARACU DO TIETE	23419	SAO PAULO	SUDESTE
2011	IGARAPAVA	28108	SAO PAULO	SUDESTE
2011	IGARATA	8872	SAO PAULO	SUDESTE
2011	IGUAPE	28950	SAO PAULO	SUDESTE
2011	ILHA COMPRIDA	9203	SAO PAULO	SUDESTE
2011	ILHA SOLTEIRA	25146	SAO PAULO	SUDESTE
2011	ILHABELA	28761	SAO PAULO	SUDESTE
2011	INDAIATUBA	205808	SAO PAULO	SUDESTE
